,▶ -> ▶,▶ -> Create Fine,Create Fine -> Send Fine,Send Fine -> ■,■ -> ■,Send Fine -> Insert Fine Notification,Insert Fine Notification -> Add penalty,Add penalty -> Send for Credit Collection,Send for Credit Collection -> ■,Add penalty -> Payment,Payment -> ■,Insert Fine Notification -> Insert Date Appeal to Prefecture,Insert Date Appeal to Prefecture -> Add penalty,Add penalty -> Send Appeal to Prefecture,Send Appeal to Prefecture -> ■,Create Fine -> Payment,Payment -> Payment,Add penalty -> Insert Date Appeal to Prefecture,Insert Date Appeal to Prefecture -> Send Appeal to Prefecture,Payment -> Send for Credit Collection,Send Appeal to Prefecture -> Receive Result Appeal from Prefecture,Receive Result Appeal from Prefecture -> Notify Result Appeal to Offender,Notify Result Appeal to Offender -> Payment,Send Fine -> Payment,Insert Fine Notification -> Payment,Payment -> Add penalty,Payment -> Send Fine,Notify Result Appeal to Offender -> Appeal to Judge,Appeal to Judge -> ■,Send Appeal to Prefecture -> Add penalty,Add penalty -> Receive Result Appeal from Prefecture,Notify Result Appeal to Offender -> Send for Credit Collection,Insert Fine Notification -> Appeal to Judge,Appeal to Judge -> Add penalty,Send Fine -> Insert Date Appeal to Prefecture,Add penalty -> ■,Appeal to Judge -> Payment,Add penalty -> Appeal to Judge,Notify Result Appeal to Offender -> ■,▶ -> Send for Credit Collection,Receive Result Appeal from Prefecture -> ■,Payment -> Insert Fine Notification,▶ -> Payment
2003-09-22 00:00:00+00:00,32,32,11,0,24,1,1,2,0,0,24,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003-09-23 00:00:00+00:00,17,17,22,0,26,0,1,0,0,0,26,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003-09-24 00:00:00+00:00,27,27,12,0,24,3,5,0,0,0,24,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003-09-25 00:00:00+00:00,31,31,16,0,24,3,383,1,0,0,24,18,0,0,0,11,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2003-09-26 00:00:00+00:00,21,21,21,0,28,8,256,1,0,0,28,18,0,0,0,10,0,0,0,0,0,0,0,0,24,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
2003-09-27 00:00:00+00:00,3,3,13,0,7,2,60,1,0,1,7,7,0,0,0,8,0,0,0,0,0,0,0,0,14,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003-09-28 00:00:00+00:00,21,21,2,0,0,2,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003-09-29 00:00:00+00:00,21,21,15,0,26,1,33,0,0,0,26,2,0,0,0,6,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003-09-30 00:00:00+00:00,25,25,14,0,26,1,31,0,0,0,26,1,0,0,0,7,0,0,0,0,0,1,0,0,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003-10-01 00:00:00+00:00,22,22,17,0,26,4,17,1,0,0,26,1,0,0,0,8,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003-10-02 00:00:00+00:00,32,32,15,0,29,2,7,1,0,1,29,1,0,0,0,7,1,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003-10-03 00:00:00+00:00,14,14,21,0,19,7,19,0,0,0,19,2,0,0,0,11,0,0,0,1,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003-10-04 00:00:00+00:00,3,3,6,0,5,2,9,4,0,0,5,0,0,0,0,8,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2003-10-05 00:00:00+00:00,4,4,1,0,0,1,85,35,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003-10-06 00:00:00+00:00,9,9,0,0,25,0,82,0,0,1,25,1,0,0,0,4,0,0,0,0,0,1,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003-10-07 00:00:00+00:00,10,10,2,0,14,2,19,1,0,0,14,0,0,0,0,7,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003-10-08 00:00:00+00:00,8,8,4,0,12,4,5,2,0,0,12,0,0,0,0,6,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003-10-09 00:00:00+00:00,12,12,3,0,14,3,16,2,0,0,14,1,0,0,0,5,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003-10-10 00:00:00+00:00,16,16,2,0,13,2,21,3,0,0,13,1,0,0,0,10,0,0,2,0,0,0,1,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003-10-11 00:00:00+00:00,3,3,1,0,3,1,6,1,0,0,2,0,0,0,0,15,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003-10-12 00:00:00+00:00,3,3,0,0,0,0,4,3,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003-10-13 00:00:00+00:00,14,14,1,0,23,2,5,2,0,0,23,0,0,0,0,2,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003-10-14 00:00:00+00:00,8,8,3,0,15,3,5,3,0,0,15,0,0,0,0,11,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003-10-15 00:00:00+00:00,5,5,3,0,13,3,3,1,0,0,13,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003-10-16 00:00:00+00:00,8,8,1,0,16,1,2,1,0,0,16,0,0,0,0,4,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003-10-17 00:00:00+00:00,7,7,4,0,9,4,5,0,0,0,9,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003-10-18 00:00:00+00:00,5,5,3,0,5,3,3,0,0,1,5,1,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003-10-19 00:00:00+00:00,10,10,1,0,0,1,1,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003-10-20 00:00:00+00:00,6,6,2,0,11,2,3,5,0,1,11,0,0,0,0,8,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003-10-21 00:00:00+00:00,3,3,0,0,12,0,0,6,0,3,12,0,0,0,0,6,0,0,2,0,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003-10-22 00:00:00+00:00,5,5,1,0,11,1,3,0,0,0,11,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003-10-23 00:00:00+00:00,7,7,0,0,10,0,0,1,0,0,10,0,0,0,0,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003-10-24 00:00:00+00:00,13,13,3,0,4,3,2,3,0,0,4,0,0,0,0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003-10-25 00:00:00+00:00,0,0,2,0,7,2,2,3,0,0,7,0,0,0,0,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003-10-26 00:00:00+00:00,2,2,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003-10-27 00:00:00+00:00,9,9,0,0,6,0,0,2,0,0,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003-10-28 00:00:00+00:00,7,7,1,0,8,1,1,0,0,0,8,0,0,0,0,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003-10-29 00:00:00+00:00,12,12,1,0,12,1,5,2,0,0,12,0,0,0,0,6,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003-10-30 00:00:00+00:00,11,11,0,0,10,0,0,2,0,1,10,0,0,0,0,12,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2003-10-31 00:00:00+00:00,0,0,8,0,9,8,8,1,0,0,8,0,0,0,1,3,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2003-11-01 00:00:00+00:00,0,0,0,0,1,0,0,2,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003-11-02 00:00:00+00:00,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003-11-03 00:00:00+00:00,2,2,0,121,131,1234,10,4,0,1,10,0,2,0,0,3,0,0,0,1,0,0,0,12,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003-11-04 00:00:00+00:00,10,10,0,0,7,0,0,2,0,0,7,0,1,0,0,2,1,0,0,0,0,0,1,0,0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2003-11-05 00:00:00+00:00,11,11,3,0,12,3,4,6,0,0,12,0,1,0,0,7,0,0,1,0,0,0,0,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0
2003-11-06 00:00:00+00:00,13,13,1,0,6,1,1,1,0,0,6,0,2,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003-11-07 00:00:00+00:00,4,4,2,0,11,2,2,3,0,0,11,0,2,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003-11-08 00:00:00+00:00,4,4,3,0,12,3,3,0,0,0,12,0,1,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003-11-09 00:00:00+00:00,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003-11-10 00:00:00+00:00,11,11,0,115,122,1092,0,5,0,2,7,0,1,0,0,6,0,0,0,1,0,0,0,7,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2003-11-11 00:00:00+00:00,7,7,2,0,10,2,2,3,0,0,10,0,0,0,0,9,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003-11-12 00:00:00+00:00,3,3,5,0,8,5,5,5,0,0,8,0,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003-11-13 00:00:00+00:00,7,7,0,0,5,0,356,0,0,0,5,3,2,0,0,3,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2003-11-14 00:00:00+00:00,8,8,1,0,8,1,200,1,0,0,8,8,4,0,0,6,0,0,0,0,0,0,0,0,29,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2003-11-15 00:00:00+00:00,2,2,0,0,2,0,200,5,0,0,2,10,1,0,0,8,0,0,0,0,0,0,0,0,32,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2003-11-16 00:00:00+00:00,14,14,1,0,0,1,8,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003-11-17 00:00:00+00:00,17,17,10,0,8,0,335,4,0,1,8,14,2,0,0,4,1,0,0,1,0,0,0,0,50,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2003-11-18 00:00:00+00:00,24,24,10,0,7,0,120,1,0,1,7,4,4,0,0,7,0,1,0,0,0,0,0,0,39,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2003-11-19 00:00:00+00:00,5,5,14,0,7,1,85,3,0,0,7,3,2,0,0,10,0,0,0,0,0,0,0,0,19,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003-11-20 00:00:00+00:00,21,21,5,0,7,0,20,1,0,0,7,1,3,0,0,0,0,0,1,0,0,0,0,0,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003-11-21 00:00:00+00:00,16,16,13,0,11,0,28,0,0,1,11,2,3,0,0,8,1,0,2,0,0,0,0,0,14,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003-11-22 00:00:00+00:00,5,5,15,0,3,1,34,1,0,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,17,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003-11-23 00:00:00+00:00,8,8,4,0,0,1,166,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003-11-24 00:00:00+00:00,12,12,4,0,26,0,71,313,0,80,26,1,2,15,0,4,1,4,2,0,0,0,0,0,11,7,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2003-11-25 00:00:00+00:00,10,10,7,0,21,1,69,223,0,53,20,0,1,11,1,5,1,4,4,0,0,1,0,0,12,11,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,1,0
2003-11-26 00:00:00+00:00,6,6,7,0,17,0,7,53,0,22,17,0,0,6,0,3,1,0,2,0,0,0,0,0,3,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2003-11-27 00:00:00+00:00,6,6,3,0,6,0,146,3,0,1,6,2,0,0,0,3,1,0,2,1,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003-11-28 00:00:00+00:00,15,15,5,0,17,0,50,26,0,13,11,2,0,1,6,1,1,2,0,2,1,0,0,0,3,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2003-11-29 00:00:00+00:00,4,4,14,0,2,0,18,30,0,14,2,0,0,0,0,1,2,0,0,1,0,0,0,0,3,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2003-11-30 00:00:00+00:00,24,24,3,0,0,0,5,13,0,8,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003-12-01 00:00:00+00:00,30,30,20,0,11,0,20,8,0,3,11,0,1,0,0,4,3,0,2,1,0,0,0,0,1,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2003-12-02 00:00:00+00:00,20,20,21,0,8,0,12,15,0,5,8,0,0,2,0,9,1,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003-12-03 00:00:00+00:00,5,5,12,0,29,2,5,10,0,0,5,0,1,0,24,8,2,0,0,1,1,0,0,0,0,12,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2003-12-04 00:00:00+00:00,18,18,5,0,10,0,3,84,0,2,8,0,0,0,2,0,3,0,1,1,1,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003-12-05 00:00:00+00:00,11,11,9,0,3,1,3,82,0,4,3,0,0,1,0,9,1,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003-12-06 00:00:00+00:00,4,4,10,0,1,2,7,20,0,3,1,0,0,0,0,1,3,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003-12-07 00:00:00+00:00,7,7,4,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003-12-08 00:00:00+00:00,12,12,5,0,0,0,4,16,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003-12-09 00:00:00+00:00,22,22,11,0,13,0,3,21,0,1,13,0,0,1,0,1,0,0,1,2,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003-12-10 00:00:00+00:00,14,14,15,0,6,1,4,6,0,1,6,0,0,0,0,7,3,0,0,0,0,2,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003-12-11 00:00:00+00:00,4,4,10,0,9,2,2,4,0,0,9,0,0,0,0,4,0,0,1,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003-12-12 00:00:00+00:00,13,13,2,0,10,0,0,5,0,0,10,0,0,0,0,2,2,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003-12-13 00:00:00+00:00,3,3,11,0,6,0,0,5,0,0,6,0,0,0,0,2,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003-12-14 00:00:00+00:00,17,17,2,0,0,0,1,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003-12-15 00:00:00+00:00,19,19,9,0,11,0,0,2,0,2,11,0,0,0,0,8,2,0,1,0,0,8,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003-12-16 00:00:00+00:00,19,19,12,0,13,0,0,4,0,1,13,0,0,0,0,7,1,0,0,0,1,0,0,0,0,8,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2003-12-17 00:00:00+00:00,7,7,11,0,4,1,1,2,0,1,4,0,1,0,0,8,2,0,0,2,1,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2003-12-18 00:00:00+00:00,13,13,4,0,3,0,0,1,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003-12-19 00:00:00+00:00,6,6,10,0,16,0,0,1,0,2,16,0,0,0,0,3,1,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003-12-20 00:00:00+00:00,13,13,4,0,7,0,0,1,0,0,7,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003-12-21 00:00:00+00:00,18,18,8,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003-12-22 00:00:00+00:00,23,23,13,0,16,0,0,0,0,0,13,0,1,0,3,5,2,0,0,0,0,3,0,0,0,12,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2003-12-23 00:00:00+00:00,13,13,18,0,11,0,1,1,0,2,11,0,3,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003-12-24 00:00:00+00:00,0,0,11,0,8,1,2,2,0,0,8,0,0,0,0,2,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003-12-25 00:00:00+00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003-12-26 00:00:00+00:00,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003-12-27 00:00:00+00:00,0,0,8,0,1,0,0,1,0,0,1,0,0,0,0,5,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003-12-28 00:00:00+00:00,3,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003-12-29 00:00:00+00:00,17,17,3,0,9,0,0,0,0,0,8,0,1,0,1,0,2,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003-12-30 00:00:00+00:00,3,3,13,0,12,0,0,6,0,2,12,0,5,0,0,4,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003-12-31 00:00:00+00:00,0,0,1,0,4,0,0,0,0,0,4,0,3,0,0,2,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-01-01 00:00:00+00:00,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-01-02 00:00:00+00:00,1,1,2,0,7,0,0,10,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-01-03 00:00:00+00:00,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-01-04 00:00:00+00:00,1,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-01-05 00:00:00+00:00,1,1,0,0,5,0,6,1,0,0,5,0,3,0,0,1,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-01-06 00:00:00+00:00,4,4,1,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-01-07 00:00:00+00:00,2,2,1,0,5,0,0,2,0,1,5,0,2,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-01-08 00:00:00+00:00,2,2,0,0,4,0,0,0,0,0,4,0,6,0,0,2,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-01-09 00:00:00+00:00,7,7,0,0,2,0,0,0,0,0,2,0,1,0,0,2,2,0,0,0,1,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
2004-01-10 00:00:00+00:00,0,0,2,0,4161,0,0,2,4161,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-01-11 00:00:00+00:00,6,6,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-01-12 00:00:00+00:00,5,5,1,0,16,0,0,290,0,85,16,0,7,3,0,5,0,3,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-01-13 00:00:00+00:00,6,6,1,0,20,0,0,157,0,68,19,0,1,4,1,4,2,4,0,1,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
2004-01-14 00:00:00+00:00,2,2,2,0,14,1,1,167,0,60,14,0,2,9,0,4,3,5,0,0,1,0,0,0,0,5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2004-01-15 00:00:00+00:00,1,1,1,0,15,1,1,7,0,1,15,0,1,0,0,1,1,0,4,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-01-16 00:00:00+00:00,1,1,0,0,12,0,0,277,0,103,12,0,0,12,0,1,2,6,0,2,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2004-01-17 00:00:00+00:00,0,0,0,0,4,0,0,111,0,48,4,0,0,3,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2004-01-18 00:00:00+00:00,5,5,0,0,3,0,0,66,0,37,0,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2004-01-19 00:00:00+00:00,0,0,1,0,20,0,0,12,0,24,15,0,1,1,5,4,4,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-01-20 00:00:00+00:00,9,9,0,0,3,0,1,30,0,11,3,0,0,2,0,0,9,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-01-21 00:00:00+00:00,1,1,7,0,19,2,2,29,0,22,19,0,0,0,0,2,7,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-01-22 00:00:00+00:00,2,2,1,0,3,0,0,167,0,3,3,0,0,0,0,0,3,0,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-01-23 00:00:00+00:00,3,3,0,0,16,0,0,66,0,16,8,0,0,1,8,2,3,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-01-24 00:00:00+00:00,1,1,2,0,3,0,0,68,0,14,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-01-25 00:00:00+00:00,2,2,1,0,0,0,0,8,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-01-26 00:00:00+00:00,6,6,1,0,9,0,0,145,0,5,9,0,0,2,0,1,8,0,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-01-27 00:00:00+00:00,9,9,2,0,6,2,2,50,0,3,6,0,0,2,0,4,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
